Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend
0,0,0,0,8,856.4166667,0,0.028571429,44.56114286,0.6,May,2,4,9,5,Returning_Visitor,FALSE
0,0,0,0,6,93,0,0.033333333,0,0,Mar,1,2,8,2,Returning_Visitor,FALSE
4,104,0,0,33,777.3666667,0.006451613,0.012903226,0,0,May,3,2,3,6,Returning_Visitor,FALSE
2,334.5,2,29,17,939.0833333,0,0.0225,18.22304387,0,Dec,2,2,1,6,Returning_Visitor,FALSE
0,0,0,0,13,852.2,0.164230769,0.18034188,0,0,Aug,3,2,4,13,Returning_Visitor,FALSE
4,985.5,4,308,6,328,0,0.015384615,0,0,Mar,2,2,3,2,New_Visitor,FALSE
0,0,0,0,11,300.0714286,0,0.02,53.9892,0,Mar,2,2,1,11,Returning_Visitor,TRUE
0,0,0,0,1,0,0.2,0.2,0,0.6,Feb,3,2,3,3,Returning_Visitor,FALSE
1,0,0,0,6,261.6666667,0.071428571,0.125714286,0,0,June,3,2,2,4,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,2,2,4,8,New_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.4,May,1,1,1,3,Returning_Visitor,FALSE
1,0,0,0,32,1493.958333,0,0.020967742,0,0,Nov,2,2,2,1,Returning_Visitor,TRUE
0,0,0,0,4,213.5,0,0.1,0,0,Dec,2,10,9,1,Returning_Visitor,FALSE
1,59.4,0,0,73,891.568795,0,0,258.5498732,0,Sep,2,2,3,2,New_Visitor,FALSE
11,361.4761905,1,68,35,625.0856893,0.011149826,0.02195122,6.072158537,0,May,2,2,2,2,Returning_Visitor,TRUE
2,75,0,0,29,1279.089286,0.003333333,0.014166667,35.60912359,0,Nov,2,2,3,11,Returning_Visitor,FALSE
3,81.4,0,0,18,240.3,0,0.030434783,0,0,Aug,2,2,1,6,Returning_Visitor,FALSE
0,0,0,0,54,941.4666667,0,0.003773585,26.67428219,0,Aug,4,5,1,1,Returning_Visitor,FALSE
8,195,2,86,56,3408.266667,0.014516129,0.027557013000000002,9.594846798,0,Nov,1,2,1,2,Returning_Visitor,FALSE
0,0,0,0,6,180.6666667,0,0.033333333,0,0,May,1,1,2,2,Returning_Visitor,FALSE
2,20,0,0,24,242,0.018181818,0.045454545,0,0,May,2,2,4,11,Returning_Visitor,FALSE
1,48,0,0,52,2376.861905,0.016666667,0.045679012,13.32592593,0,May,2,2,3,3,Returning_Visitor,FALSE
0,0,0,0,12,250.25,0.05,0.083333333,0,0,Dec,1,1,1,3,Returning_Visitor,TRUE
0,0,0,0,3,15.2,0.066666667,0.133333333,0,0,Aug,2,4,1,1,Returning_Visitor,TRUE
1,22,3,39,80,1903.081639,0.007228916,0.032248996,0,0,Dec,3,2,1,2,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,2,2,8,1,Returning_Visitor,FALSE
0,0,0,0,52,1218.1,0.001282051,0.030448718,0,0,Sep,2,2,3,1,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,1,1,1,1,New_Visitor,FALSE
0,0,0,0,3,103,0,0.022222222,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE
2,167.4,0,0,8,191.15,0,0.02,0,0,Oct,1,1,6,2,New_Visitor,FALSE
1,3,0,0,7,114.8333333,0.014285714,0.007142857,0,0,Mar,3,2,1,10,Returning_Visitor,FALSE
14,603.9,2,52.4,46,1760.657143,0.01010929,0.0254213,2.006032937,0,Sep,1,1,6,4,Returning_Visitor,TRUE
0,0,0,0,26,338.2333333,0.024871795,0.078269231,0,0,May,2,2,2,2,Returning_Visitor,TRUE
5,52.46666667,1,34.8,6,106.3,0,0.02,0,0,Oct,2,2,3,2,New_Visitor,TRUE
4,103.5,0,0,28,884.8040616,0,0.011326165,0,0,May,1,1,1,4,Returning_Visitor,FALSE
0,0,1,0,24,2244.666667,0.008,0.028,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE
2,48,0,0,3,66.5,0.05,0.1,0,0,May,3,2,1,3,Returning_Visitor,FALSE
0,0,0,0,12,265.1666667,0.011111111,0.026111111,0,0.2,Feb,3,2,1,3,Returning_Visitor,FALSE
4,94.86666667,0,0,22,812.1357143,0.008333333,0.042708333,18.08644865,0,Jul,3,2,2,4,Returning_Visitor,FALSE
0,0,0,0,71,1094.310476,0,0.009285714,4.718931118,0,Oct,4,1,2,2,Returning_Visitor,FALSE
4,75.1,0,0,7,102.7,0,0.011111111,0,0,Sep,2,4,6,2,Returning_Visitor,FALSE
2,29.5,0,0,36,1110.666667,0.005405405,0.035585586,0,0,Dec,2,4,9,2,Returning_Visitor,TRUE
1,76.75,0,0,33,1356.458333,0,0.020833333,0,0,Nov,2,2,1,10,Returning_Visitor,TRUE
0,0,1,13.1,62,1918.966667,0.01031746,0.022246642,0,0,Aug,2,4,1,4,Returning_Visitor,FALSE
0,0,0,0,2,233.5,0,0.033333333,0,0,May,1,1,1,1,Returning_Visitor,FALSE
3,48.35,2,358.6,35,676.2666667,0.005128205,0.013675214,0,0,Oct,2,2,2,2,New_Visitor,FALSE
0,0,0,0,24,676.1666667,0,0.008333333,2.705833333,0,May,2,2,6,4,Returning_Visitor,TRUE
0,0,1,297.2,8,320.2666667,0,0.044444444,17.79528223,0,Oct,2,2,1,20,Returning_Visitor,FALSE
1,113.75,0,0,26,1905.078571,0.022666667,0.0346,11.70614611,0,Nov,3,2,2,1,Returning_Visitor,FALSE
0,0,0,0,4,97.5,0.1,0.125,0,0,Nov,3,2,6,13,Returning_Visitor,FALSE
5,83,0,0,5,29.5,0.044444444,0.059259259,0,0,Dec,1,1,4,2,Returning_Visitor,TRUE
0,0,0,0,4,124,0,0.025,0,0,May,3,2,1,4,Returning_Visitor,TRUE
0,0,0,0,59,1309.658333,0.017241379,0.030879354,0,0,Dec,3,2,3,1,Returning_Visitor,FALSE
7,53.75,5,199,77,2194.490404,0,0.010341365,44.1286184,0,Nov,2,2,2,2,Returning_Visitor,FALSE
0,0,0,0,14,654.875,0.028571429,0.042857143,0,0,Nov,2,2,1,13,Returning_Visitor,FALSE
5,36.33333333,3,53,22,406,0.002564103,0.013461538,0,0,Mar,4,1,1,1,Returning_Visitor,FALSE
1,8,0,0,55,1893.650488,0.012727273,0.038483516,0,0,Nov,3,2,1,13,Returning_Visitor,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,6,1,2,Returning_Visitor,FALSE
0,0,0,0,19,172.1111111,0.042105263,0.051929825,0,1,May,3,2,1,3,Returning_Visitor,TRUE
0,0,0,0,43,778.6437229,0.010232558,0.023197087,0,0,Jul,4,1,1,3,Returning_Visitor,TRUE
5,262.5,0,0,45,1456.27381,0,0.018707483,13.53068367,0,May,2,2,7,4,Returning_Visitor,FALSE
3,68.28571429,0,0,26,741.0555556,0.014285714,0.039707071,13.24667166,0,Nov,3,2,4,10,Returning_Visitor,FALSE
4,985.5,4,308,6,328,0,0.015384615,0,0,Mar,2,2,3,2,New_Visitor,FALSE
0,0,0,0,6,45.33333333,0.033333333,0.066666667,0,0,May,2,2,1,3,Returning_Visitor,FALSE
8,447.125,3,168.375,142,4777.812554,0.005666252,0.019707705,0,0,Nov,3,2,1,1,Returning_Visitor,TRUE
0,0,0,0,9,478,0,0.011111111,0,0,Mar,3,2,2,3,Returning_Visitor,TRUE
3,68.58333333,0,0,72,1781.191667,0.008219178,0.015174871,0,0,Nov,1,1,1,8,Returning_Visitor,TRUE
0,0,0,0,2,404,0,0.1,0,0,May,2,2,6,13,Returning_Visitor,FALSE
5,59.5,0,0,116,3363.182143,4.20168e-4,0.014048347,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,11,1197.8,0,0.01,0,0,Oct,2,2,3,20,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,3,2,2,19,Returning_Visitor,TRUE
1,6.333333333,0,0,36,1378.166667,0.005555556,0.026587302,0,0,Nov,2,2,1,13,Returning_Visitor,TRUE
0,0,0,0,24,255.3222222,0.025,0.038888889,0,0.6,May,2,2,8,1,Returning_Visitor,FALSE
0,0,4,112.6,93,2299.97,0.002777778,0.0109375,16.95907848,0,Aug,2,2,1,4,Returning_Visitor,FALSE
6,259.1833333,0,0,54,784.7342857,0.004511278,0.018114342,0,0,Oct,3,2,3,2,Returning_Visitor,FALSE
1,51,2,176,37,1420.733333,0,0.012612613,102.3538378,0,May,2,5,7,4,Returning_Visitor,TRUE
10,700.6333333,0,0,29,4897.845238,0,0.015740741,0.700155006,0,Sep,3,2,1,5,Returning_Visitor,TRUE
5,501.75,0,0,18,628.5833333,0.004761905,0.012698413,37.02263046,0,Nov,2,2,3,3,Returning_Visitor,FALSE
0,0,0,0,7,368.5,0,0.057142857,0,0,May,2,2,1,2,Returning_Visitor,FALSE
1,23.2,0,0,24,704.5666667,0,0.011538462,14.22049566,0,Aug,2,2,2,1,Returning_Visitor,FALSE
0,0,0,0,3,62,0,0.066666667,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE
3,54.5,4,472,14,678.5,0,0.010526316,0,0.6,May,3,2,3,2,New_Visitor,FALSE
0,0,0,0,19,621.4166667,0,0.015789474,0,0,Dec,4,1,1,2,Returning_Visitor,TRUE
1,38,0,0,16,727.7142857,0.038888889,0.045198413,18.66333333,0,May,3,2,4,4,Returning_Visitor,TRUE
2,72.6,1,15.2,6,425,0,0.025,0,0,Jul,2,10,1,4,Returning_Visitor,TRUE
0,0,4,117.25,96,5286.208333,0.011,0.024119048,0,0,Nov,2,2,1,1,Returning_Visitor,TRUE
5,83.16666667,0,0,18,585.5666667,0.010526316,0.052631579,0,0,Jul,2,2,2,13,Returning_Visitor,TRUE
0,0,0,0,7,180,0,0.00952381,0,0,May,2,2,6,1,Returning_Visitor,FALSE
1,0,0,0,8,534.875,0.008888889,0.074074074,0,0,Nov,2,2,1,10,Returning_Visitor,FALSE
2,15,0,0,11,223.4666667,0,0.028571429,0,0,Sep,2,2,3,6,New_Visitor,TRUE
0,0,0,0,71,1799.833333,0.016901408,0.047183099,0,0.6,May,2,4,8,6,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,1,1,5,3,Returning_Visitor,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Nov,3,2,9,3,Returning_Visitor,FALSE
3,17,0,0,71,2086.666667,0.005555556,0.019907407,0,0,Dec,2,2,7,3,Returning_Visitor,FALSE
2,72.5,0,0,10,1580,0,0.018181818,100.0963636,0,May,2,2,1,2,Returning_Visitor,FALSE
2,16.66666667,0,0,9,63.66666667,0.088888889,0.122222222,0,0.2,May,1,1,4,15,Returning_Visitor,FALSE
4,143,1,20.5,10,386.15,0,0.015384615,64.6,0,Mar,1,1,7,8,Returning_Visitor,FALSE
5,116.1,3,97.66666667,170,5639.22176,0.002457143,0.01109801,0,0,Dec,2,2,7,2,Returning_Visitor,FALSE
0,0,0,0,2,46.5,0.1,0.1,0,0,Nov,2,2,3,1,Returning_Visitor,FALSE
4,182,0,0,15,484,0,0.015686275,0,0,May,2,6,9,3,Returning_Visitor,FALSE
1,9,0,0,15,266,0.028571429,0.057142857,0,0.8,May,4,2,1,13,Returning_Visitor,FALSE
1,11,0,0,6,43.7,0,0.057142857,0,0,Oct,2,2,1,2,Returning_Visitor,FALSE
12,138.9166667,0,0,14,1352.75,0,0.023684211,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,10,22.5,0.1,0.106666667,0,0.4,May,2,5,1,4,Returning_Visitor,FALSE
0,0,0,0,9,78.25,0.077777778,0.088888889,0,0,May,1,1,3,2,Returning_Visitor,TRUE
1,5,0,0,17,389,0,0.041666667,9.297,0,May,2,4,3,2,Returning_Visitor,FALSE
0,0,0,0,15,150.4,0,0.013333333,0,0,Nov,2,2,7,20,Returning_Visitor,FALSE
6,169.7916667,0,0,32,1547.625,0,0.013157895,23.53105656,0,Dec,2,2,1,1,Returning_Visitor,FALSE
3,35.33333333,0,0,13,151.5,0.003333333,0.016444444,0,0.8,May,2,2,3,2,Returning_Visitor,FALSE
0,0,0,0,7,96,0,0.025,54.20146753,0,Nov,2,2,1,2,New_Visitor,FALSE
2,33,0,0,9,354,0,0.02,0,0,Mar,3,2,1,3,New_Visitor,FALSE
14,286.5333333,2,118.8,31,835.71,0,0.007317073,33.05509961,0,Nov,2,2,7,2,Returning_Visitor,FALSE
12,214.05,0,0,33,536.3227273,0.007317073,0.015853659,0,0,Dec,1,1,1,2,Returning_Visitor,FALSE
1,76.6,2,23.2,46,4598.433333,0.004255319,0.046808511,10.72449269,0,Jul,2,2,1,1,Returning_Visitor,FALSE
0,0,0,0,21,263,0.00952381,0.030952381,0,0,Mar,2,6,1,3,Returning_Visitor,FALSE
6,81.83333333,0,0,7,166.5,0,0.015384615,0,0,Nov,2,2,3,3,New_Visitor,FALSE
4,60,2,83.5,125,3727.32381,0,0.001158605,0,0,May,2,2,7,2,Returning_Visitor,FALSE
0,0,0,0,11,332.125,0.036363636,0.090909091,0,0,Nov,2,2,6,3,Returning_Visitor,FALSE
0,0,1,105.8,44,868.1636364,0,0.036803966,9.550627398,0,Sep,2,6,4,2,Returning_Visitor,FALSE
0,0,0,0,26,586.85,0.015384615,0.031868132,0,0,Dec,3,2,1,10,Returning_Visitor,FALSE
1,81,0,0,93,3359.625,0,0.015104167,0,0,Nov,2,2,3,1,Returning_Visitor,FALSE
4,171.5,0,0,75,2416.060484,0.007699443,0.036664764,0,0,Nov,2,2,2,1,Returning_Visitor,FALSE
0,0,0,0,10,127.75,0.053333333,0.075,0,0,May,1,1,2,3,Returning_Visitor,FALSE
4,33,0,0,3,20,0,0.04,0,0,Nov,2,2,6,2,Returning_Visitor,FALSE
4,82.7,0,0,26,405.2833333,0,0.001428571,0,0,Nov,2,2,1,2,New_Visitor,FALSE
5,47.5,0,0,40,787.2,0,0.012121212,2.782886364,0.4,May,2,2,4,4,Returning_Visitor,FALSE
4,82,0,0,32,1040.166667,0.011764706,0.041176471,0,0,May,2,2,2,3,Returning_Visitor,TRUE
1,0,1,66.4,14,668.3166667,0.014285714,0.028571429,44.89345937,0,Oct,4,2,1,20,Returning_Visitor,TRUE
0,0,0,0,5,44.8,0,0.033333333,50.36347405,0,Jul,4,1,3,1,Returning_Visitor,FALSE
5,471.25,0,0,21,883,0,0.010666667,44.98081787,0,Nov,1,1,2,8,New_Visitor,TRUE
0,0,0,0,6,137,0.066666667,0.1,0,0,Nov,1,1,1,1,Returning_Visitor,FALSE
2,30,1,148.5,24,1530.194444,0.007407407,0.014814815,10.10222222,0,Mar,1,1,1,10,Returning_Visitor,FALSE
0,0,0,0,8,141.6666667,0.04375,0.02875,0,0,Dec,1,2,1,1,Returning_Visitor,TRUE
4,143.0666667,1,6.5,74,1294.405,0.002666667,0.010666667,0,0,Aug,2,2,3,1,Returning_Visitor,TRUE
9,71.2,2,72.125,23,1061.816667,0,0.022916667,6.064425698,0,Nov,2,2,9,2,Returning_Visitor,TRUE
0,0,0,0,5,199.5,0,0.01,0,0,Nov,4,2,1,3,Returning_Visitor,FALSE
1,0,0,0,18,1489.083333,0.023529412,0.046470588,0,0,Mar,2,2,8,1,Returning_Visitor,FALSE
0,0,0,0,5,105,0.04,0.06,0,0,May,2,2,1,13,Returning_Visitor,FALSE
0,0,0,0,2,5,0,0.1,0,0,Nov,2,4,1,5,New_Visitor,FALSE
2,30,0,0,10,121,0.016666667,0.025,0,0,May,3,6,3,3,New_Visitor,FALSE
2,334.5,2,29,17,939.0833333,0,0.0225,18.22304387,0,Dec,2,2,1,6,Returning_Visitor,FALSE
16,445.35,0,0,103,2091.037588,0.007894737,0.028165804,7.224419132,0,Oct,3,2,1,2,Returning_Visitor,TRUE
0,0,1,59.5,44,2284.488095,0,0.003359173,0,0,Dec,3,3,2,8,Returning_Visitor,FALSE
0,0,0,0,60,2606.779545,0.006666667,0.021944444,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE
0,0,0,0,4,49.5,0,0.016666667,0,0,Mar,2,2,9,2,Returning_Visitor,FALSE
0,0,0,0,25,317.5,0.0125,0.031944444,0,0,May,2,2,5,6,Returning_Visitor,FALSE
1,32.7,0,0,27,687.1966667,0,0.019393939,0,0,Nov,3,2,1,1,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,3,Returning_Visitor,FALSE
1,52.5,0,0,19,812.875,0,0.003333333,0,0,Nov,3,3,5,11,Returning_Visitor,TRUE
7,405.2583333,1,88,22,661.6309524,0.007692308,0.005128205,0,0,May,1,1,4,2,Returning_Visitor,FALSE
5,46.5,0,0,94,1729.716667,0.005050505,0.025420875,6.322599996,0,Aug,2,2,8,1,Returning_Visitor,FALSE
1,174,0,0,9,272,0.013333333,0.073333333,0,0,May,1,1,3,4,Returning_Visitor,FALSE
1,5,0,0,7,228,0,0.028571429,0,0,May,1,1,3,3,Returning_Visitor,FALSE
6,93.9,0,0,19,323.3740476,0.024242424,0.032223645,19.39995042,0,Sep,2,2,3,1,Returning_Visitor,TRUE
0,0,0,0,3,62.25,0,0.066666667,0,0,Dec,1,1,7,2,Returning_Visitor,FALSE
2,77,0,0,32,1223.416667,0,0.010784314,215.0094118,0,May,3,2,4,2,Returning_Visitor,FALSE
8,451.2836134,10,961.45,131,2460.323686,0.003082192,0.021249277,2.325663803,0,Nov,2,2,3,3,Returning_Visitor,FALSE
5,327.4,0,0,86,2806.846825,0.001532567,0.004061303,0,0,Oct,3,2,9,3,Returning_Visitor,TRUE
8,274.5,0,0,129,5883.040509,0.003076923,0.008735669,0,0,May,1,1,6,2,Returning_Visitor,FALSE
0,0,0,0,5,182,0,0.04,0,0,Mar,3,2,6,1,Returning_Visitor,FALSE
1,31.25,0,0,31,1470.208333,0,0.012222222,0,0,Nov,3,2,3,8,New_Visitor,FALSE
0,0,0,0,4,79,0,0.05,0,0,May,2,2,6,2,Returning_Visitor,FALSE
0,0,0,0,20,1016.883333,0.035,0.052333333,0,0,Jul,3,2,4,4,Returning_Visitor,FALSE
3,46.9,0,0,26,561.4,0,0.007142857,53.88782441,0,Nov,2,5,1,5,New_Visitor,FALSE
1,54,0,0,31,2543.5,0,0.006666667,0,0,May,2,2,5,2,Returning_Visitor,FALSE
0,0,0,0,6,189,0.066666667,0.116666667,0,0.4,May,2,6,1,3,Returning_Visitor,FALSE
6,102.5,1,10,23,237.25,0,0.005185185,0,0,May,2,2,1,4,Returning_Visitor,FALSE
9,358.2583333,3,377.4333333,64,5738.902193,0,0.020187793,12.08836478,0,Oct,2,2,1,13,Returning_Visitor,FALSE
20,1307.675,3,132.6666667,517,27009.85943,0.004385217,0.014593571,8.4031637,0,Nov,1,1,1,2,Returning_Visitor,FALSE
0,0,0,0,4,97,0,0.05,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE
0,0,0,0,3,0,0.2,0.2,0,0,Dec,1,1,1,3,Returning_Visitor,FALSE
11,88.375,1,0,81,3230.546573,0,0.017862319,15.38432962,0,Nov,1,1,7,2,Returning_Visitor,FALSE
8,102.6666667,0,0,49,4051.375,0.007272727,0.022949495,0,0,May,2,4,7,4,Returning_Visitor,FALSE
3,44,0,0,15,310.25,0.0125,0.0125,0,0,Dec,3,2,3,2,Returning_Visitor,TRUE
2,64.5,0,0,24,1151.136905,0,0.0186,15.27655756,0,Dec,2,2,3,2,Returning_Visitor,FALSE
9,153.9166667,0,0,97,1935.887111,0.001168385,0.008928355,0,0,Dec,2,2,4,2,Returning_Visitor,FALSE
6,175,1,10,25,2877.5,0.007692308,0.037435897,0,0,May,2,2,7,1,Returning_Visitor,FALSE
12,297.2083333,0,0,38,778.675,0.004347826,0.020434783,13.28070081,0,Dec,1,1,9,3,Returning_Visitor,FALSE
6,171.0833333,0,0,28,952.2857143,0,0.013333333,52.10818182,0,Mar,2,2,1,2,Returning_Visitor,FALSE
1,0,0,0,15,487.5,0,0.019166667,0,0.8,Feb,1,1,2,4,Returning_Visitor,TRUE
3,76,0,0,24,1038.845238,0,0.008333333,0,0,Mar,2,2,4,3,New_Visitor,FALSE
0,0,0,0,2,70.5,0,0.05,0,0,Dec,3,2,7,2,Other,FALSE
4,82.25,6,144,82,3174.642793,0.004494382,0.012081072,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE
0,0,0,0,12,471.5,0.016666667,0.066666667,0,0,Mar,1,1,6,3,Returning_Visitor,FALSE
3,53.25,1,77,198,3057.809524,0,0.002734559,11.97910693,0,May,4,1,5,1,Returning_Visitor,TRUE
1,118.8,0,0,8,259.2,0,0.007407407,0,0,Sep,2,2,4,2,New_Visitor,FALSE
1,33.5,0,0,15,710.25,0,0.011111111,0,0,Dec,2,10,1,8,New_Visitor,FALSE
0,0,0,0,48,3972,0,0.020991254,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,5,280.2,0,0.033333333,19.50605707,0,Aug,1,1,4,2,New_Visitor,FALSE
0,0,0,0,10,294.75,0,0.03,0,0,Dec,1,1,3,8,New_Visitor,FALSE
0,0,2,14,11,687.5,0.020512821,0.035897436,0,0,Mar,3,2,1,3,Returning_Visitor,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,7,11,Returning_Visitor,FALSE
2,20.14285714,0,0,4,33.14285714,0,0.039814815,0,0,Dec,3,2,1,10,Returning_Visitor,FALSE
2,32,1,70,16,504.0833333,0.005714286,0.019047619,9.543060317,0,Mar,2,2,3,8,Returning_Visitor,FALSE
4,103,1,41,16,515,0,0.010526316,0,0,Mar,3,2,3,6,Returning_Visitor,TRUE
13,241.7666667,0,0,12,255.3,0.002,0.036666667,0,0,Mar,2,2,8,2,Returning_Visitor,FALSE
1,85.1,0,0,8,194.2285714,0.075,0.078125,0,0,Nov,3,3,1,1,Returning_Visitor,TRUE
0,0,0,0,3,60,0,0.066666667,0,0,May,2,2,7,2,Returning_Visitor,TRUE
0,0,0,0,4,26.5,0,0.05,0,0,Mar,2,2,9,2,Returning_Visitor,TRUE
4,165,0,0,22,1058.189474,0,0.022173913,0,0,May,2,2,1,1,Returning_Visitor,FALSE
1,25,0,0,14,397,0.03625,0.047395833,14.9925,0,May,1,1,3,3,Returning_Visitor,FALSE
0,0,0,0,32,556.6,0.014583333,0.039583333,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE
2,37,1,18,25,430.5,0,0.007142857,0,0,May,2,2,2,2,Returning_Visitor,TRUE
0,0,0,0,9,303.6666667,0.005555556,0.046296296,0,0,Feb,2,4,5,2,Returning_Visitor,FALSE
0,0,0,0,44,1975.825,0,0.032142857,0,0,Dec,2,4,1,1,Returning_Visitor,FALSE
3,92,0,0,134,6897.942424,0.002985075,0.008824665,0,0,May,2,2,2,1,Returning_Visitor,FALSE
0,0,0,0,3,15,0.066666667,0.133333333,0,0.4,May,2,2,4,1,Returning_Visitor,FALSE
0,0,0,0,7,611.0833333,0,0.016666667,0,0,Dec,3,2,6,8,New_Visitor,FALSE
0,0,2,232.7333333,23,1669.024978,0,0.016333333,0,0,June,3,2,4,2,Returning_Visitor,FALSE
1,22.2,0,0,34,781.8,0.017142857,0.028571429,0,0,Oct,2,2,6,1,Returning_Visitor,TRUE
1,5.5,2,28,20,929.3333333,0,0.015333333,0,0,Dec,2,2,6,2,Returning_Visitor,FALSE
0,0,0,0,38,454.2891775,0.011111111,0.014074074,0,0.6,May,2,2,1,3,Returning_Visitor,FALSE
1,27,0,0,15,1486.666667,0,0.013809524,0,0,May,1,1,1,1,Returning_Visitor,TRUE
7,301.0777778,0,0,27,1538.056725,0.013333333,0.036382031,11.15668928,0,Jul,3,2,3,2,Returning_Visitor,FALSE
0,0,0,0,61,1964.847222,0.021311475,0.041065574,0,0,Nov,3,2,2,13,Returning_Visitor,FALSE
4,203.8333333,0,0,30,823.5,0,0.001666667,0,0,Mar,3,2,1,11,New_Visitor,FALSE
0,0,0,0,17,591.25,0.041176471,0.078431373,0,0,May,3,3,8,4,Returning_Visitor,TRUE
0,0,0,0,65,3864.428571,0.006153846,0.023003663,2.7412,0,May,2,4,2,1,Returning_Visitor,FALSE
0,0,1,5,10,649.5,0,0.02,0,0,May,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,9,193.6666667,0.007407407,0.047619048,0,1,May,1,8,7,4,Returning_Visitor,TRUE
0,0,0,0,30,1682.275,0,0.014285714,41.13336886,0,Dec,2,2,4,2,Returning_Visitor,FALSE
0,0,0,0,6,169,0,0.016666667,0,0.4,Feb,1,1,3,3,Returning_Visitor,FALSE
8,167,3,869,34,771.5916667,0.009090909,0.030876623,0,0,Mar,2,4,1,1,Returning_Visitor,FALSE
8,163.375,0,0,18,403.4166667,0,0.005,0,0,Dec,2,2,9,2,New_Visitor,FALSE
4,736,1,9,99,2171.547149,0.016281269,0.029507982,4.495585092,0,Nov,3,2,4,13,Returning_Visitor,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,1,1,1,1,New_Visitor,FALSE
0,0,0,0,10,611,0.02,0.06,0,0.8,May,2,4,3,1,Returning_Visitor,FALSE
0,0,0,0,8,710,0,0.025,45.4895,0.8,May,1,1,6,4,Returning_Visitor,FALSE
10,236.9,0,0,19,538.2,0,0.00952381,0,0,May,2,5,3,6,New_Visitor,FALSE
2,135,0,0,25,1684.375,0.014814815,0.052674897,0,0,Jul,1,1,8,3,Returning_Visitor,TRUE
7,1463.333333,0,0,30,1410.238889,0.005263158,0.010557237,0,0,Nov,1,1,4,2,New_Visitor,FALSE
0,0,0,0,3,50.4,0,0.066666667,0,0,Jul,2,2,3,1,Returning_Visitor,FALSE
2,152.2,0,0,28,494.88,0,0.013793103,0,0,Sep,1,8,7,1,New_Visitor,FALSE
0,0,0,0,13,257,0.035714286,0.078571429,0,0,Nov,1,1,2,2,Returning_Visitor,FALSE
0,0,0,0,10,108.9166667,0.02,0.04,0,0,Nov,2,4,1,10,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,1,9,Returning_Visitor,TRUE
0,0,0,0,6,2017.166667,0,0.011111111,0,0.8,Feb,2,2,4,3,Returning_Visitor,FALSE
9,160,0,0,48,3946.008333,0.007272727,0.011515152,20.32388105,0,Mar,2,6,1,8,Returning_Visitor,TRUE
6,40.16666667,0,0,41,895.8333333,0.057142857,0.073412698,0,0,May,2,2,6,4,Returning_Visitor,FALSE
0,0,0,0,15,695.4,0.014285714,0.028571429,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE
1,139.5,0,0,100,1831.149084,0,5.05051e-4,0,0,Dec,2,2,3,2,New_Visitor,FALSE
0,0,0,0,6,78.66666667,0,0.033333333,0,0,May,2,2,5,4,New_Visitor,FALSE
0,0,0,0,5,155.25,0,0.12,0,0,Nov,1,1,1,1,Returning_Visitor,FALSE
5,269.8,0,0,8,312.3333333,0,0.01,0,0,Nov,1,1,9,4,Returning_Visitor,FALSE
2,161.2,0,0,7,555.4,0.044444444,0.055555556,21.09392209,0,Oct,3,2,2,1,Returning_Visitor,FALSE
1,9,0,0,95,4334.815476,0.005531915,0.03962766,0,0,Dec,2,2,1,1,Returning_Visitor,FALSE
4,115.7,0,0,16,655.3833333,0,0.012037037,0,0,Nov,1,1,2,3,Returning_Visitor,FALSE
0,0,0,0,4,17,0,0.075,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE
3,12,1,24,3,5.333333333,0.033333333,0.083333333,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE
1,21,0,0,31,945.6666667,0.006896552,0.010344828,0,0,May,2,2,1,4,New_Visitor,FALSE
